history_id,person_id,case_id,case_type,year,status,charges,court_name,linked_person_ids,description
d23cde05-dbfb-4d8b-be87-f86f0c51b747,64c8c8c4-3eca-40a8-a280-fce21bb2974a,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2017,chargesheet_filed,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2017: proceedings under Section 323 IPC - Voluntarily Causing Hurt. Case handled at Sessions Court, outcome pending trial."
6bcc0a96-50cb-46eb-a30c-763c70136392,e1beaf71-9083-44d6-bf40-81271b755321,c6c82c66-753a-40af-af2d-474d8d7283cb,smuggling,2024,acquitted,Customs Act violation - Smuggling of goods,Special Economic Offences Court,,"Prior record from 2024: proceedings under Customs Act violation - Smuggling of goods. Case handled at Special Economic Offences Court, outcome closed."
29c810b6-5218-4a77-bad0-ba70e8382844,1da61097-56d3-445b-8d48-61f56db9919c,5eb57ea1-8ec6-4bc6-a73e-698dc4413def,extortion,2019,chargesheet_filed,Section 384 IPC - Extortion,Sessions Court,16279b5f-489c-4c08-842d-99d95e761f7a,"Prior record from 2019: proceedings under Section 384 IPC - Extortion. Case handled at Sessions Court, outcome pending trial."
332cebbf-22cb-471f-9845-5c02aaf85490,8171e26b-7d4e-41ed-a931-f0414f85531a,87764c2f-9725-4c13-9168-95d25c3098e1,public_nuisance,2024,closed,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2024: proceedings under Section 268 IPC - Public Nuisance. Case handled at Magistrate Court, outcome convicted."
7019ae3a-42cd-48b1-8eba-717e90e7c346,6180b099-5e5e-4247-9219-81bf4309f50f,2746a1c8-a450-4a63-b37b-482aa564b607,hawala-style,2021,closed,FEMA/PMLA - Suspected illegal fund transfer,Special PMLA Court,,"Prior record from 2021: proceedings under FEMA/PMLA - Suspected illegal fund transfer. Case handled at Special PMLA Court, outcome pending trial."
c3e1cb42-579f-4df1-8c91-a314cbc9556a,73afdf7b-f403-4f68-a828-79d245d66657,c6c82c66-753a-40af-af2d-474d8d7283cb,smuggling,2024,acquitted,Customs Act violation - Smuggling of goods,Special Economic Offences Court,e1631865-a6e0-42ba-8241-0fb34d3cd2d5,"Prior record from 2024: proceedings under Customs Act violation - Smuggling of goods. Case handled at Special Economic Offences Court, outcome chargesheet filed."
83f879cf-3d3d-49b0-b8db-2d366a6bae13,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,9148906d-82d0-44c2-9ce4-224479a19d29,public_nuisance,2016,convicted,Section 268 IPC - Public Nuisance,Magistrate Court,3699f0b3-dabc-477c-82a0-5d2c5b556d40,"Prior record from 2016: proceedings under Section 268 IPC - Public Nuisance. Case handled at Magistrate Court, outcome acquitted."
2df67fd4-3d15-4587-86ff-a4e1d9b5b92b,65f2e462-20b2-40dc-aa8d-5e7ced3545a6,d3f13649-81e0-403a-ab85-cbcac6f7738d,property_dispute,2017,convicted,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2017: proceedings under Civil property dispute (criminal complaint withdrawn). Case handled at Civil Court, outcome pending trial."
0cd84eef-c842-469d-b534-482a8172ccb7,ed7911e6-3465-4f1d-b781-e1f0f3b04c18,75c64e2f-e37e-458f-a67f-eb11eb29a414,cheating,2018,chargesheet_filed,Section 420 IPC - Cheating,District Court,0ead0884-55ed-4e0c-931f-0414d70f5921,"Prior record from 2018: proceedings under Section 420 IPC - Cheating. Case handled at District Court, outcome chargesheet filed."
c1227f3a-1bda-447a-83ee-f67eecad8bd7,3fc017d2-08cb-4e64-8ac6-678a1612aa6b,89169038-b73b-4600-82fd-827b23d0e61c,traffic_violation,2020,pending_trial,Motor Vehicles Act violation,Traffic Court,,"Prior record from 2020: proceedings under Motor Vehicles Act violation. Case handled at Traffic Court, outcome pending trial."
2aadaac2-9644-4437-880a-272586a78d65,8cab76dc-2ec9-4d0f-9aca-8e0e66b20e4b,32e4d776-35df-4688-9259-7b74dd290ddc,traffic_violation,2021,convicted,Motor Vehicles Act violation,Traffic Court,,"Prior record from 2021: proceedings under Motor Vehicles Act violation. Case handled at Traffic Court, outcome acquitted."
5c3d6b73-4c9a-4606-8ab5-eb57b35926d3,0337a9aa-5b4f-47e5-8f62-6328af20b19b,452215ae-fb24-431f-a04f-74955767bd92,traffic_violation,2019,convicted,Motor Vehicles Act violation,Traffic Court,3699f0b3-dabc-477c-82a0-5d2c5b556d40,"Prior record from 2019: proceedings under Motor Vehicles Act violation. Case handled at Traffic Court, outcome closed."
15a6519f-5cd6-4336-a4b5-f2f98a3aea2d,df5f0caa-f14d-4a23-a5ab-f47b4e66487c,45e5d506-b472-4e21-8fa9-fbfa4ab9d611,cheating,2015,closed,Section 420 IPC - Cheating,District Court,,"Prior record from 2015: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: closed."
50ddde04-4f40-49e5-893d-933b4ce41970,82cf393e-99ba-4826-84f4-92e41b8f73fc,7360101f-821c-418f-b537-fba32bdda3d7,theft,2019,convicted,Section 379 IPC - Theft,Magistrate Court,,"Prior record from 2019: proceedings under Section 379 IPC - Theft, unrelated to any ongoing investigation. Outcome: acquitted."
a9611e73-a951-4a06-923a-fedf54e8c3b5,63978636-6654-4695-ae29-7aa73b410900,89d83932-451d-4f56-a8e6-67f3826da5a4,property_dispute,2015,chargesheet_filed,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2015: proceedings under Civil property dispute (criminal complaint withdrawn), unrelated to any ongoing investigation. Outcome: chargesheet filed."
7408375a-5f2f-4465-a350-ca676862470e,3a3aa59a-f674-485b-87e1-2cc8a25f2707,28ced12b-8d14-4609-9781-aef154d1f63f,traffic_violation,2023,convicted,Motor Vehicles Act violation,Traffic Court,,"Prior record from 2023: proceedings under Motor Vehicles Act violation, unrelated to any ongoing investigation. Outcome: closed."
63b500bd-2c42-4e1b-9f2d-a7e441cd0d4c,f32895d6-bf17-40c9-b004-efe5bcb1e58b,6fd523c1-12b3-4ea2-b2be-da137b7efd04,public_nuisance,2017,convicted,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2017: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: chargesheet filed."
0c67899c-fb51-4439-9a4d-d2917379b85a,aaceacbf-d61d-4620-ab46-83087aaa29d8,d47201c9-711f-4088-af2a-14e95ccd2b8a,public_nuisance,2024,closed,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2024: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: convicted."
c562e82f-d504-4422-8ddc-c5d628dc5409,2378adc7-f645-4d69-829e-b8382e9bd302,b8d3ad45-c8d8-4136-823b-dc56797bbe6a,public_nuisance,2020,pending_trial,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2020: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: acquitted."
5c955b96-dd9c-42b7-8b00-45f66be9b3f1,4bd43488-6f51-4578-b4ad-c91a1dd69c70,8151ea22-eb78-4603-bed3-35f765cd5c38,cheating,2022,acquitted,Section 420 IPC - Cheating,District Court,,"Prior record from 2022: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: acquitted."
9767839b-3a84-49a1-bdb9-1ab1f1d1e068,195188b6-490a-4f89-932f-0a1f50aba928,74dd3ce2-a7b9-4da7-b8a1-52b24fd70e43,property_dispute,2024,convicted,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2024: proceedings under Civil property dispute (criminal complaint withdrawn), unrelated to any ongoing investigation. Outcome: pending trial."
7d79c6cd-fd22-44d7-9f5e-5a7186112251,555b36f8-b3e3-4f2f-8561-ef408b0dfefd,c02c1acf-0cd9-41df-8448-9c0e5eebed97,public_nuisance,2024,pending_trial,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2024: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: convicted."
6cfbfada-9ae7-487a-9ef7-fad8572f8eba,523ea870-f694-4000-b6cb-3aa01ccf0256,b0a2c2f7-0d93-4b20-89c4-a943ac8b44a7,public_nuisance,2020,acquitted,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2020: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: acquitted."
794883eb-772b-4b1a-b3df-3d5a43cdd5f9,2b702d18-57c4-4b1f-b4de-1ad37174906f,2b2ca2a6-c18d-4727-ab49-a2424417362a,public_nuisance,2024,chargesheet_filed,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2024: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: chargesheet filed."
c11631b7-8fc4-41ab-9af5-50366b540e4c,0668ef6a-28bd-4c45-8e6b-0890d1ed2b93,ab8aa170-dc12-499a-bcc1-5b5db1816020,cheating,2022,acquitted,Section 420 IPC - Cheating,District Court,,"Prior record from 2022: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: convicted."
518e583c-5b7d-496d-9212-94700b572632,5059d8a2-ca3c-4207-826a-857b223b974b,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2019,acquitted,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2019: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: closed."
e68d753b-d2f4-4318-8ae5-a0acc71f193a,9e06fe90-cc0f-4d29-a333-71db6bb4e93b,b8d3ad45-c8d8-4136-823b-dc56797bbe6a,property_dispute,2019,chargesheet_filed,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2019: proceedings under Civil property dispute (criminal complaint withdrawn), unrelated to any ongoing investigation. Outcome: convicted."
9e789b26-2d93-4aba-9037-3d464b32514a,f8bdf84c-3962-4029-8e72-77dcf524ef77,8e27cb1e-4acc-4c47-ba20-63020505ffb3,cheating,2024,pending_trial,Section 420 IPC - Cheating,District Court,,"Prior record from 2024: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: chargesheet filed."
96f1bff6-2661-4efa-985b-12dc5878c5a2,8b757dbf-7f08-45b8-ab5a-9e0756ca323b,1c52f04b-b4a4-44c7-8647-210bd32ea55b,cheating,2019,closed,Section 420 IPC - Cheating,District Court,,"Prior record from 2019: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: chargesheet filed."
1054afec-edde-45cf-a20f-58fcca8a5332,adf16393-c7a6-4f42-8b5e-3db642c8a568,7360101f-821c-418f-b537-fba32bdda3d7,theft,2016,closed,Section 379 IPC - Theft,Magistrate Court,,"Prior record from 2016: proceedings under Section 379 IPC - Theft, unrelated to any ongoing investigation. Outcome: convicted."
b65c46cb-e0cd-43f4-905f-36ec17c2a6bc,73a9bb5d-c90f-4d0c-ace7-dd625d908332,7360101f-821c-418f-b537-fba32bdda3d7,theft,2020,acquitted,Section 379 IPC - Theft,Magistrate Court,,"Prior record from 2020: proceedings under Section 379 IPC - Theft, unrelated to any ongoing investigation. Outcome: pending trial."
a79ff3d3-c4fe-4ce4-b9f2-a8430a2152b5,9bfb83ac-4338-41a1-b26f-687bdfee0cf9,c6c82c66-753a-40af-af2d-474d8d7283cb,cheating,2021,chargesheet_filed,Section 420 IPC - Cheating,District Court,,"Prior record from 2021: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: convicted."
469638f7-c54e-4c05-b94c-58bee3935b1c,254a9a8a-adde-4146-baea-32d3df313e14,b40ffe3f-7b22-4fc2-ad82-854a15595c6e,public_nuisance,2022,convicted,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2022: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: chargesheet filed."
343bc8b7-8caf-4b92-818d-dd6cd1fd0521,bb92ad30-66e1-4be1-b2ff-cf53d52b6c13,ea122104-1cc3-4838-b3fe-5b2b918cad8b,cheating,2022,acquitted,Section 420 IPC - Cheating,District Court,,"Prior record from 2022: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: pending trial."
4d931e90-beb6-4cb5-86bc-709c90fd9aaf,b61a0df4-78dd-48f5-bead-9b82a80aebc0,b88a5a6a-4bc9-4957-a08c-d1b0ebf86add,cheating,2017,pending_trial,Section 420 IPC - Cheating,District Court,,"Prior record from 2017: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: closed."
4e3423cc-0b72-42e6-bba2-a181f1818170,8bf5bca2-0eff-4aa6-8c12-075555eff9be,9810dc89-3f1d-4d35-8d48-d08314487679,cheating,2018,chargesheet_filed,Section 420 IPC - Cheating,District Court,,"Prior record from 2018: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: closed."
759890ff-da36-4f87-917f-da4889add020,900a275e-78e3-4da0-92b6-405e6baf54d4,85e7471a-2f4c-4ad6-bdfa-96aa2f893053,cheating,2018,acquitted,Section 420 IPC - Cheating,District Court,,"Prior record from 2018: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: chargesheet filed."
2bc0fa5f-42f5-4173-8a18-a2648be9590f,b97243d8-5458-4ae9-8928-9a34f805e531,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2015,convicted,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2015: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: convicted."
8e9824eb-3084-4671-9bbe-73c3dc8a8eac,94af256f-d5fd-4556-854e-8489e90e316e,0f2accde-2c36-420b-915f-1672746f574c,public_nuisance,2019,acquitted,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2019: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: acquitted."
464ca8e8-7bd1-40c3-b9bb-6e7587707519,8e7036d8-068e-45e6-85e7-b69f35576102,d560c216-fe10-4c15-8742-e7cf32118be3,public_nuisance,2020,closed,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2020: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: closed."
bfc037b8-b743-4ad9-8c4f-cb4cdfcf358c,ecf8560d-074d-4616-bfe1-5ab4cab60fdc,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2023,acquitted,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2023: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: closed."
560d63c3-183b-49fd-a47f-b95828eb0777,8c882969-3001-466c-af7c-b7b2591a2d92,b04f472f-93fd-4a6b-8abb-36524d29067d,traffic_violation,2017,acquitted,Motor Vehicles Act violation,Traffic Court,,"Prior record from 2017: proceedings under Motor Vehicles Act violation, unrelated to any ongoing investigation. Outcome: acquitted."
169cbf02-b296-47c5-9b53-af1ecc84040a,0bea0b02-f959-4d59-9ba9-7126b8402c3a,b0a2c2f7-0d93-4b20-89c4-a943ac8b44a7,cheating,2016,closed,Section 420 IPC - Cheating,District Court,,"Prior record from 2016: proceedings under Section 420 IPC - Cheating, unrelated to any ongoing investigation. Outcome: pending trial."
1814d065-fd41-4789-9a94-a7fb088f1aa8,2bb1e476-dc2e-4d44-8fc3-0d9281e7e8d9,7360101f-821c-418f-b537-fba32bdda3d7,theft,2020,closed,Section 379 IPC - Theft,Magistrate Court,,"Prior record from 2020: proceedings under Section 379 IPC - Theft, unrelated to any ongoing investigation. Outcome: chargesheet filed."
dc22c0d9-c357-4a5a-85ed-d1d72f7391fb,a6bc9d33-a88a-42e5-b1ff-e6f6cff335df,c96763f4-da85-4d19-91b0-4873ddb73a38,property_dispute,2019,pending_trial,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2019: proceedings under Civil property dispute (criminal complaint withdrawn), unrelated to any ongoing investigation. Outcome: chargesheet filed."
cb2aaad9-c2d4-4e95-9174-6fe2d857dd5a,be8508f1-4cab-4d2d-9bfa-9e2a180f4927,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2017,closed,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2017: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: chargesheet filed."
8857b6ae-db0c-4391-a627-c353926c286a,10dcf325-ae8c-493c-b9fd-8c8bf9f919e2,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2022,acquitted,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2022: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: pending trial."
53d477d2-27a9-4e88-b68e-ae3d908f0889,bb956a47-9cf5-422c-a026-57d32d6cf18e,9705a5fe-1971-4a9c-b93d-d28d4b7afd8c,property_dispute,2018,closed,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2018: proceedings under Civil property dispute (criminal complaint withdrawn), unrelated to any ongoing investigation. Outcome: chargesheet filed."
e010f173-ac26-413c-9232-82ec1a968ad1,2079b283-a7d9-4c89-9be5-31d74e456d99,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2019,pending_trial,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2019: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: closed."
871923ee-9699-474d-98c8-76268eef3644,3b2df297-1cf6-4878-9cdd-a165757f4d13,89d83932-451d-4f56-a8e6-67f3826da5a4,public_nuisance,2017,pending_trial,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2017: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: chargesheet filed."
9170a5c8-d4e1-4053-84a0-5504d9c8ac3d,206f0ab9-49f7-456e-9b19-4e7e0aae328b,c02c1acf-0cd9-41df-8448-9c0e5eebed97,traffic_violation,2016,closed,Motor Vehicles Act violation,Traffic Court,,"Prior record from 2016: proceedings under Motor Vehicles Act violation, unrelated to any ongoing investigation. Outcome: closed."
1400fa61-6d96-4bab-b43f-38ebb9fb6abf,d24a0454-0ea7-4723-a04e-8a885e6806fd,0f2accde-2c36-420b-915f-1672746f574c,traffic_violation,2018,convicted,Motor Vehicles Act violation,Traffic Court,,"Prior record from 2018: proceedings under Motor Vehicles Act violation, unrelated to any ongoing investigation. Outcome: chargesheet filed."
7f8ad24d-5911-4a10-ab33-3ad92cdbb8bf,2155aaf5-ee51-4357-9110-9dcfd2eb3383,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2015,pending_trial,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2015: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: pending trial."
75929f7b-9628-46ef-bd31-51c8a7c83c7e,2fb9ccba-04e4-4ccc-96fd-eb1d1b3c35f7,f93faa02-5a2c-45ab-8a1a-f3f805f896ab,public_nuisance,2017,convicted,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2017: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: chargesheet filed."
0971c110-29fe-4645-b7bc-8f0e0fbe38b0,c27e7bcf-6fa8-4742-b4fc-43211110a189,3a82c1ae-a3b5-48d9-b2fa-ffc1eb17c2b5,property_dispute,2016,convicted,Civil property dispute (criminal complaint withdrawn),Civil Court,,"Prior record from 2016: proceedings under Civil property dispute (criminal complaint withdrawn), unrelated to any ongoing investigation. Outcome: closed."
2a45fad5-f4d8-42cb-a210-b66013ce9822,dab4dd42-4d7b-4b2f-a4bd-488c1ae33343,dc78a2bc-f59d-4e50-ad7e-b613cdf894c2,public_nuisance,2019,convicted,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2019: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: closed."
27fa55db-4bce-4f0f-80a9-cea5f1701a06,7d9f96cb-4c17-4959-a040-fb670e93f618,0f2accde-2c36-420b-915f-1672746f574c,public_nuisance,2021,closed,Section 268 IPC - Public Nuisance,Magistrate Court,,"Prior record from 2021: proceedings under Section 268 IPC - Public Nuisance, unrelated to any ongoing investigation. Outcome: chargesheet filed."
46e37953-498e-44ab-b1b6-aa3a75905135,5126cc62-b59f-41b6-8efd-c67a432b7a2c,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2023,convicted,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2023: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: closed."
e2bf3493-951a-49de-87fd-12cc5d0f2846,a06c1b06-916c-4e2a-b081-dc998e9bc1a8,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2015,closed,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2015: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: chargesheet filed."
eb9d5d86-7264-477e-b709-30badcb64b89,0163f435-0730-42c5-b9c8-33cdbcfa29a1,f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,assault,2024,pending_trial,Section 323 IPC - Voluntarily Causing Hurt,Sessions Court,,"Prior record from 2024: proceedings under Section 323 IPC - Voluntarily Causing Hurt, unrelated to any ongoing investigation. Outcome: pending trial."
86610330-f2dd-4e25-bdd5-52c355507749,75c66359-73bd-47e8-9307-32bf17d34380,7360101f-821c-418f-b537-fba32bdda3d7,theft,2024,closed,Section 379 IPC - Theft,Magistrate Court,,"Prior record from 2024: proceedings under Section 379 IPC - Theft, unrelated to any ongoing investigation. Outcome: acquitted."
