object_id,object_type,description,case_id,associated_person_ids,evidence_reference,seized_date,location_id
21fc6620-669c-483f-bce1-630ae1da8094,other,"An item of interest recovered in connection with a theft case, description pending further examination.",3a82c1ae-a3b5-48d9-b2fa-ffc1eb17c2b5,5126cc62-b59f-41b6-8efd-c67a432b7a2c,EVD-3A82C1-01,2025-05-22,d0184a09-161d-4442-9ae0-17c96fb4622e
36d504d4-caec-45d3-9d34-17726052d684,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",3a82c1ae-a3b5-48d9-b2fa-ffc1eb17c2b5,ffc518cd-9ef1-420a-a8b8-4036843332cb,EVD-3A82C1-02,2024-07-10,d0184a09-161d-4442-9ae0-17c96fb4622e
8b92bf2d-4187-4546-8e04-aa37a7c81f61,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",a9e0d542-a33b-4de6-b8e3-992b4e3ef747,6d430053-72a4-4dec-afd7-5fb11617c796,EVD-A9E0D5-01,2025-04-23,3a90b419-d49b-432d-b67f-8fef620d5ecd
b8f11634-533d-4c68-b640-d66d85800a91,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",9f427bfa-8665-4e04-a797-aa64f0aeb2eb,5c97634a-2f6c-49bb-8e4e-acc58e31a2ad,EVD-9F427B-01,2024-11-07,f77c2362-fa09-4024-9ad2-7cf845b2b17e
687347e2-83b7-439f-b403-45e3bf1eef35,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",75c64e2f-e37e-458f-a67f-eb11eb29a414,003cbc5f-6bd1-45c8-802a-83208f9052bf,EVD-75C64E-01,2024-12-06,c0975979-9043-4963-855f-ca856764a207
18e06acc-427d-4ed4-95ad-759a8a353527,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",75c64e2f-e37e-458f-a67f-eb11eb29a414,d81dd9b4-01f6-4b41-a588-11c313a7f603,EVD-75C64E-02,2024-11-06,c0975979-9043-4963-855f-ca856764a207
7df3742f-a6a3-4264-a5a1-1fad4f0d70b1,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",8196cbcd-91ff-4956-abac-be2324db4a11,cc4728ab-2afa-401b-874b-af4aa791bfb6,EVD-8196CB-01,2024-07-02,a67d384b-edfc-4caa-8a46-8b72e3208724
b54be249-b9ff-4cf1-8e9f-a4e953e0ecba,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",8254701c-2772-4620-955e-52b5344e6e10,0e99eff5-4786-4f65-ace2-2202eb2047ac,EVD-825470-01,2025-01-11,d0184a09-161d-4442-9ae0-17c96fb4622e
69e89723-6e04-4a72-b337-e6535a9f271b,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",4cac3177-7db9-4f88-bc52-ecba7be99fe6,f29f2bb9-bc41-4751-856b-64748d5f640a,EVD-4CAC31-01,2025-03-30,44a689bd-ea9d-49fe-917d-79a7404e631f
7592ed75-a89e-4092-a782-e5a46440f93c,other,"An item of interest recovered in connection with a theft case, description pending further examination.",45caf344-cb99-433f-9199-0154fb24f980,c19499fd-d9ad-4d81-9fdc-ff1b207207ca,EVD-45CAF3-01,2025-04-19,1c6b2c51-aa55-4558-ae96-d1770fade444
1d0cefd4-2f51-4035-9258-e5c5e3bdf9c9,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",87764c2f-9725-4c13-9168-95d25c3098e1,32516016-95e1-42c5-b6ee-6d1c59de73ee,EVD-87764C-01,2024-10-23,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
a631305a-74b5-4968-a0ef-875d50c83caf,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",87764c2f-9725-4c13-9168-95d25c3098e1,81d6d00c-25cb-41fe-95f5-b9b2e0a2945f,EVD-87764C-02,2025-03-15,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
e4532a5d-99bc-4b01-a2ca-6769b931a9d9,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",efb9f2ef-58c5-498e-8c7f-2d0aa5ead6b2,38f3835d-dbc8-4d65-9ac7-7b55580d0924,EVD-EFB9F2-01,2024-11-09,c0975979-9043-4963-855f-ca856764a207
9546efc5-316d-4bab-bacc-137afe4dd85c,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",49a26a9f-b35f-4568-bb2e-17d99af060e0,7ac77217-ccc7-4bf3-9fe3-29adfcaef911,EVD-49A26A-01,2024-11-13,399368c8-c978-469c-be30-609d71bcffc7
0512b8ca-0f9a-4bf3-8a0e-84df47d184c6,contraband,"A sealed package containing suspected contraband material, packed in plain wrapping without markings.",49a26a9f-b35f-4568-bb2e-17d99af060e0,3dcb8dd5-0888-428b-9965-b49080f53d22,EVD-49A26A-02,2025-03-25,399368c8-c978-469c-be30-609d71bcffc7
60ed5d01-6fda-431d-a857-265703cc4143,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,ab8aa170-dc12-499a-bcc1-5b5db1816020,074205e4-695a-49ad-8587-d67af4f735c7,EVD-AB8AA1-01,2025-05-25,1c6b2c51-aa55-4558-ae96-d1770fade444
c2f7686d-6fe0-4533-98cc-b1cc8f81c222,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",5eb57ea1-8ec6-4bc6-a73e-698dc4413def,b354d3c3-ca9d-45b6-8bc9-71cc5a10e7b3,EVD-5EB57E-01,2024-05-01,3bcf3cb2-15e9-4118-b082-241e75e7f818
8a3042c0-f37b-487a-b666-87f92c6e3320,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",5eb57ea1-8ec6-4bc6-a73e-698dc4413def,3b9570e4-5e66-4ae6-a9fa-d6da77abe7c3,EVD-5EB57E-02,2025-05-02,3bcf3cb2-15e9-4118-b082-241e75e7f818
a599cec5-6952-4f8c-90a7-be9ce72fa8fe,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",419255c5-c457-4c9f-bcda-0a7c3d99e2ba,c8e9bb94-854c-450d-81a6-2a665ec642c5,EVD-419255-01,2024-11-27,b9753cbb-9cd4-451b-9705-22cc5bde2d04
64499e7c-b847-4db6-af03-37ba902e0496,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,37272ff5-5640-4079-b043-c1d98450a419,2cd1f3be-6824-4a52-8086-4de729d9aaca,EVD-37272F-01,2024-08-22,399368c8-c978-469c-be30-609d71bcffc7
44823ba4-a4e4-4e97-b841-9c6857759465,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",37272ff5-5640-4079-b043-c1d98450a419,d08c737d-f512-4019-9979-7ced7a3f2392,EVD-37272F-02,2024-10-17,399368c8-c978-469c-be30-609d71bcffc7
45c0d742-53ca-40e2-b0a0-0d5b93c0f9fe,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,f41f2765-cf9f-4855-8144-45b8ff9a6801,161c6207-8a06-40d6-8b33-a89d9df56019,EVD-F41F27-01,2025-03-15,a67d384b-edfc-4caa-8a46-8b72e3208724
68ded0f6-9f11-4570-a9df-c097ad083180,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",a691f6e4-9bec-4abd-88c2-2fea613fd19e,e67efc8b-b5d7-4752-ba74-2556fa0680a0,EVD-A691F6-01,2025-05-16,1c6b2c51-aa55-4558-ae96-d1770fade444
4ab4c702-1aea-4223-9366-4075dc1d621f,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,8d69e809-8a79-4370-a7d0-bd7c123a3e84,818f6e31-6438-457c-aacd-d9b1673a1c33,EVD-8D69E8-01,2025-03-17,b9753cbb-9cd4-451b-9705-22cc5bde2d04
891f4945-ff8d-4ac8-88fc-f40f9c2a3a28,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",b40ffe3f-7b22-4fc2-ad82-854a15595c6e,d719e8f8-6480-46af-9992-feb3c71c8c5f,EVD-B40FFE-01,2023-11-14,3a90b419-d49b-432d-b67f-8fef620d5ecd
41e568bb-0ebb-400a-af40-e5e597b236e4,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",8422232b-9b55-439a-a473-50bab3845213,a1dd834e-8c7a-4ebe-ad51-17fc6bf2744c,EVD-842223-01,2024-12-06,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
df934d60-74e8-4d46-8f48-00b8cfb03e39,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,70c465ea-b32c-4aa7-8a20-0758ae82c763,d3dc77bf-eafe-4ae5-8807-a924215509bb,EVD-70C465-01,2025-01-16,399368c8-c978-469c-be30-609d71bcffc7
0f454e03-965a-4cfb-88b6-e0bcd588c8c0,cash,"An unmarked bundle of currency notes recovered during the investigation, denomination mixed, amount pending verification.",f9579609-ea16-4437-99df-151a38229587,630a2f6d-64cf-49b4-9586-6413e6b9de84,EVD-F95796-01,2024-12-09,c72b3670-988d-4140-b70e-75cb3ec17b11
0c3a60c3-cf47-44dc-839c-1987d33c8759,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",f9579609-ea16-4437-99df-151a38229587,825b63c0-8024-4b8e-ad8b-ddd86a46aade,EVD-F95796-02,2025-03-24,c72b3670-988d-4140-b70e-75cb3ec17b11
4b5634b0-f70b-4976-bce0-729c67ebebfc,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",89169038-b73b-4600-82fd-827b23d0e61c,3a3aa59a-f674-485b-87e1-2cc8a25f2707,EVD-891690-01,2024-08-30,0f50f615-7033-4550-b3c0-1327c1c40070
ef854343-b7cb-4e29-a5f9-85bfd27d91cd,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",202ccf11-52fd-4d1f-bbda-29b19449433b,9aedc370-6cd0-459d-87ce-016e96ea1dca,EVD-202CCF-01,2025-02-27,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
570dec1f-321e-4119-bdfd-533584b0739f,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",fe7c5723-8d27-4ddc-8eb0-64e713c21db7,54f4377b-6cb0-4784-8b09-f6a94285a289,EVD-FE7C57-01,2025-02-06,b9753cbb-9cd4-451b-9705-22cc5bde2d04
c881fcf4-a6fd-431f-b585-b8e286067537,cash,"An unmarked bundle of currency notes recovered during the investigation, denomination mixed, amount pending verification.",fe7c5723-8d27-4ddc-8eb0-64e713c21db7,94188fcb-b502-4aee-8cc5-2bc99075b9d6,EVD-FE7C57-02,2025-05-08,b9753cbb-9cd4-451b-9705-22cc5bde2d04
568f51ee-3a76-4e86-9747-1d9cd34a2a5f,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,b160cdd1-b9ed-49d9-88ed-fb396eafe986,ee3228c7-411e-409d-ac4a-86e968696940,EVD-B160CD-01,2025-04-19,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
8b682a00-4a3d-471a-9b26-a64156836b72,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",9aee112e-fb58-4439-be6c-d646e9df16a2,77aad506-ed85-4020-b1ad-088e8176cfcb,EVD-9AEE11-01,2024-06-16,3882bfc6-6f3e-42f1-acd5-875175110e2b
97592474-b702-48c3-ac9f-3e17561aa391,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",81f0a7ee-8c13-458b-a5b1-a51f344e19b4,34fcb887-d417-4641-9582-1ee1d030756f,EVD-81F0A7-01,2024-12-01,a67d384b-edfc-4caa-8a46-8b72e3208724
935c5548-a0d9-44c5-960a-f20a4a7e5681,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,81f0a7ee-8c13-458b-a5b1-a51f344e19b4,91db5532-1569-4fd6-9b68-ea6d0864625e,EVD-81F0A7-02,2024-12-09,a67d384b-edfc-4caa-8a46-8b72e3208724
827e1abb-7e98-4b7f-89b3-46064519ca8a,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,ccaf96a0-e148-4313-9d29-ab057a8be0dd,6b8b8023-d580-47b1-ae20-b1b16bdeb80a,EVD-CCAF96-01,2024-08-15,f77c2362-fa09-4024-9ad2-7cf845b2b17e
d2359752-cf6e-402a-958d-e536057709ab,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,ccaf96a0-e148-4313-9d29-ab057a8be0dd,53240630-41a5-484a-b367-e3c8ea343e4c,EVD-CCAF96-02,2024-07-24,f77c2362-fa09-4024-9ad2-7cf845b2b17e
0b750ec3-1811-4557-ad0d-891ce4b8acf9,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,ea122104-1cc3-4838-b3fe-5b2b918cad8b,02662da0-19a4-460a-b3b0-25f9e65e4e33,EVD-EA1221-01,2025-01-12,3a90b419-d49b-432d-b67f-8fef620d5ecd
037ed719-0bc5-462d-9402-bc181b6e8126,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",f998730b-ad7c-4bc4-b775-9aeef02fe0dd,4d77e74b-737e-47f3-8665-1c9e9e9dd5e3,EVD-F99873-01,2023-12-23,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1
1fd8d8c4-8524-4f40-b61a-68c8a40f210a,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,2b2ca2a6-c18d-4727-ab49-a2424417362a,bb92ad30-66e1-4be1-b2ff-cf53d52b6c13,EVD-2B2CA2-01,2025-05-13,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
21fae940-7640-440f-af33-7a818a3cbcf6,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",2b2ca2a6-c18d-4727-ab49-a2424417362a,07606132-cd61-453a-a9d6-78d3a2f8c0cb,EVD-2B2CA2-02,2025-04-19,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
