vehicle_id,registration_number,vehicle_type,make,model,color,owner_person_id,registered_location_id,associated_person_ids
60a89ed7-168c-497c-a383-2a74fdce07bf,TR48TU8058,motorcycle,Royal Enfield,Classic 350,Red,ae38c930-a117-47db-80b6-e927f80e043e,cc25d34d-0396-4913-b1c3-0766f4f66c68,
071fc4e5-65c7-4d92-9127-6180f5056d33,AS39WL1520,motorcycle,Hero,Splendor,Grey,07834000-fe76-48d2-80ce-6b74fc220c82,577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,
6c185d0e-9ea8-49bb-9dfb-ccb98a630a16,AS55ND9123,motorcycle,Honda,Activa,Grey,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,
3c65874e-77f3-4fad-8c83-2b5bf0b2c3bc,AS32UT2495,motorcycle,Royal Enfield,Classic 350,Black,5cfd4624-2057-46b8-8433-475f7f34adfd,577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,
bd1bdbd0-4249-41c1-85b0-9add0ebbfbfc,UP43TQ5199,car,Toyota,Innova,Black,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e,f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,
27b74bc7-6213-42bf-91d9-b734f21c74d2,UP46WH9484,truck,Tata Motors,LPT 1109,Black,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd
1ac50a94-fe85-4906-b4a2-053e20d23874,UP25GB5387,auto-rickshaw,Bajaj,RE Compact,Maroon,012daffe-1970-46c9-a13d-c4bacae01ef1,f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,
aab860ef-e453-4ba9-9b9a-2959facf3d10,RJ03KA4505,motorcycle,TVS,Apache,Silver,75680bcc-ed61-4f6b-82cc-ee0ee0cc0418,136eff02-aaa9-4d02-9322-e157b879657b,
5a89c342-ca70-48fc-b0e5-557f05984c09,RJ19SX2210,car,Tata Motors,Nexon,Silver,75680bcc-ed61-4f6b-82cc-ee0ee0cc0418,136eff02-aaa9-4d02-9322-e157b879657b,
4cca88d0-79ce-49f8-8fbb-d8a761b71693,RJ60VC3042,van,Tata Motors,Winger,Red,e2d76151-3686-452b-b77e-22284bd5ee00,136eff02-aaa9-4d02-9322-e157b879657b,
90e7bc92-9c18-4a85-b726-9fc79ddbaa72,WB57RC4008,motorcycle,Bajaj,Pulsar,Silver,9a4680dd-40f5-4b82-aa4c-99ee4feb8599,6c9f7d43-814e-48e7-8081-7acd5dc54b0a,
e8125890-60e2-443b-8da1-0efe162c2329,WB09SC3772,motorcycle,Bajaj,Pulsar,Maroon,59b6287b-4b20-4b6f-a0b3-d60ecf53823d,6c9f7d43-814e-48e7-8081-7acd5dc54b0a,
68b585e8-95e3-440e-9429-f93191d165db,PB25XA4554,car,Mahindra,Bolero,Red,bff07c3e-99b6-4e90-b956-a2a3d0d834be,63567c45-207e-4463-9fb3-9061aea4680e,
e333b151-fcb6-4ab0-8fc1-6df41cf27f93,PB17AD0290,car,Toyota,Innova,Grey,60ca7f45-5c8b-45bc-9118-f8b0b54b9cc3,63567c45-207e-4463-9fb3-9061aea4680e,
ef1568c8-95d8-4eef-a434-484885a6628a,RJ23WC4185,auto-rickshaw,Bajaj,RE Compact,White,23b2c16e-a372-4057-94cd-b19071edd156,3bcf3cb2-15e9-4118-b082-241e75e7f818,
0dec3d9a-1fb3-4a7d-8776-ff1e005021a6,RJ12UT9101,motorcycle,Honda,Activa,Maroon,1173569c-c9f7-4111-adcd-efbdda71c32c,3bcf3cb2-15e9-4118-b082-241e75e7f818,
dfeb0635-9e89-401d-8a96-85050cdbddb4,RJ19SR4844,car,Toyota,Innova,Maroon,f29f2bb9-bc41-4751-856b-64748d5f640a,3bcf3cb2-15e9-4118-b082-241e75e7f818,
d6381592-a8e4-4a69-a6c4-2a469b829a55,RJ21BU4565,motorcycle,Bajaj,Pulsar,Grey,5ce28779-6af5-400c-b3bb-0933d4c6adab,3bcf3cb2-15e9-4118-b082-241e75e7f818,
c578b49a-3123-4b4f-bc38-062f5cf0dd1b,RJ48CZ0802,auto-rickshaw,Bajaj,RE Compact,White,5a6f730b-aff6-4672-843f-6f051b6ca392,3bcf3cb2-15e9-4118-b082-241e75e7f818,
069a9ca4-eb26-48ba-af7f-b14f4c703942,RJ57ZM8968,motorcycle,Honda,Activa,White,5a6f730b-aff6-4672-843f-6f051b6ca392,3bcf3cb2-15e9-4118-b082-241e75e7f818,
3c6ff75b-a492-4481-8b18-efd204025233,AS14WC5610,truck,Tata Motors,LPT 1109,Grey,950a52da-4854-412c-a6bf-4f7e6f93cbb4,b9753cbb-9cd4-451b-9705-22cc5bde2d04,
42da9488-a317-4322-9706-de3c1c078c0d,AS48EB5916,auto-rickshaw,Bajaj,RE Compact,Grey,4556cc56-b8be-4b38-9780-75ecd506fb1d,b9753cbb-9cd4-451b-9705-22cc5bde2d04,
9afd110f-a58a-43d0-b518-64de74a0af28,AS33YS8013,motorcycle,Royal Enfield,Classic 350,Red,4556cc56-b8be-4b38-9780-75ecd506fb1d,b9753cbb-9cd4-451b-9705-22cc5bde2d04,3c9c5911-b0c5-46cd-8e9f-f136e566c0be
1eead699-5e30-4137-bbbd-77b68f89eb1e,AS24CQ2947,motorcycle,Bajaj,Pulsar,Blue,0fb96ed8-041e-420b-b723-2793c20c2712,b9753cbb-9cd4-451b-9705-22cc5bde2d04,
67a81e6e-225f-4bb8-aa50-9abe5d82cf62,AP04LC4914,motorcycle,Hero,Splendor,Silver,cdd4e8a5-2066-42db-b770-8791cd84a467,60e018cc-80fd-40d1-be1b-e65e6d11acc3,
89c72f76-1f43-43bc-a20d-80da8c851df7,UP14ZS7415,truck,Tata Motors,LPT 1109,Maroon,9b8c97f6-e515-44fa-9b93-a3cbf7295baa,0be8fffc-3af0-4ad1-baad-28ec2aa7f02f,
bcbed11f-c9c1-41c4-8e77-32fc206c036a,UP30JF6458,motorcycle,Royal Enfield,Classic 350,Black,9b8c97f6-e515-44fa-9b93-a3cbf7295baa,0be8fffc-3af0-4ad1-baad-28ec2aa7f02f,50873f12-f502-48f0-b7b9-1ca825fbb932
e180dfbb-c5ff-49ef-af48-89730b958803,UP35UM6773,auto-rickshaw,Bajaj,RE Compact,Black,37df37f9-0726-4b31-8b2f-f3089057ec43,0be8fffc-3af0-4ad1-baad-28ec2aa7f02f,
74d4e016-9e88-4f1b-b5cf-90f61028fea3,MP13LF1564,motorcycle,TVS,Apache,Grey,c43f25b6-bdab-41df-af25-ba497e89655f,f9e138a1-81a9-4077-9fbb-2529525867ac,
35b84cf9-69b8-45e9-8423-eb89822b5bfb,HR13KQ5757,truck,Tata Motors,LPT 1109,Maroon,70d0585c-9eb6-46d7-b039-8f15e36d4347,3caa4f89-9dce-4bf1-8c9a-0c858356d4aa,
62bbb2cf-c173-42d8-b301-dbbcd631e512,HR01AE5405,truck,Ashok Leyland,Dost,Maroon,3643d4ea-27fb-4c10-8358-963c6f1a841f,3caa4f89-9dce-4bf1-8c9a-0c858356d4aa,4285df9b-9b16-4ccd-9844-3508c0d49fdc
1ef01e5e-634e-4bda-8aef-e6a27c1aaadb,HR44KT7675,truck,Ashok Leyland,Dost,Silver,3643d4ea-27fb-4c10-8358-963c6f1a841f,3caa4f89-9dce-4bf1-8c9a-0c858356d4aa,
00628086-1a90-4d99-98f1-bf8b2163e6f9,AP36QW1642,motorcycle,Hero,Splendor,Red,c9190ae0-9ff8-4240-b559-64fbc4dc582f,2ed4c69b-411d-4afd-bb03-e20234666fd9,
d31a48c8-5d31-4510-83ba-0b456b5e209c,AP12MB6598,motorcycle,Hero,Splendor,Blue,85de23ea-794a-4511-8e5b-461cbfd3dd6d,2ed4c69b-411d-4afd-bb03-e20234666fd9,
c2f65a21-78de-43bd-bb59-fc4261986231,AP17WF0271,motorcycle,Hero,Splendor,Maroon,a0fd26b1-ebe8-444f-a370-1f69ceb12d7d,2ed4c69b-411d-4afd-bb03-e20234666fd9,
4c05b0eb-5829-4f0e-a317-cb2068c33193,JH49YK7119,motorcycle,Honda,Activa,Red,8bf5bca2-0eff-4aa6-8c12-075555eff9be,bbdca28f-c49f-4ec2-8ae6-6634c58f2755,
208ec3ec-108f-4d98-b5be-db5fe32c334b,JH07KQ4481,car,Maruti Suzuki,Swift,Red,27c380f2-fa41-483e-b931-a7a973ccb69a,bbdca28f-c49f-4ec2-8ae6-6634c58f2755,
a44bafa7-8d9c-4e74-a183-4943a323946d,JH54SE5356,motorcycle,Royal Enfield,Classic 350,White,4285df9b-9b16-4ccd-9844-3508c0d49fdc,bbdca28f-c49f-4ec2-8ae6-6634c58f2755,
0426a937-0d94-45b6-bc13-062acf44f77f,RJ55QQ4707,motorcycle,TVS,Apache,Maroon,97e7a266-16cc-4dad-adfa-180239b5ab7e,f4943b36-f9dd-415b-832e-bfdfc44bfab0,
43e2b662-2529-4fe8-bc68-e38586f1495b,RJ35XJ2518,motorcycle,Hero,Splendor,Maroon,2378adc7-f645-4d69-829e-b8382e9bd302,f4943b36-f9dd-415b-832e-bfdfc44bfab0,
70135806-fb3a-41f7-9362-15c0ff556de6,RJ49LV3082,motorcycle,Hero,Splendor,Black,16279b5f-489c-4c08-842d-99d95e761f7a,f4943b36-f9dd-415b-832e-bfdfc44bfab0,
5a1c2fec-722c-451a-b9d6-eca0e906afb9,MH12MW9185,auto-rickshaw,Bajaj,RE Compact,Maroon,1fdabe6f-b1a8-400f-a55a-a40837310fe1,12fd7c68-ddcd-4eb1-8122-5e012bed78f1,
35f57cdf-535c-4f89-8dc3-784c47b88ca6,MH51NC3880,car,Toyota,Innova,Maroon,c45888a0-87c5-4928-bdb0-7387fec57a59,12fd7c68-ddcd-4eb1-8122-5e012bed78f1,
356d0e32-31eb-42df-ab3a-363bd41a4268,UP37NF1535,car,Mahindra,Bolero,White,b02b7697-210d-41fa-b47e-669c17cda55e,5d59a820-d519-48f6-8e6a-e6c34bb77689,
f3689449-847d-47b2-aa52-2ba8672d9687,UP34BU4457,motorcycle,TVS,Apache,Silver,e083e15f-9b47-4fd8-98ab-6971ee549401,5d59a820-d519-48f6-8e6a-e6c34bb77689,
32cd0cdc-1417-43cb-b93a-7ea73416cc9e,GJ13SW3370,motorcycle,Bajaj,Pulsar,Red,bc223b5f-d9bc-4d63-a898-f1dc456051db,3589d79f-1eb4-48f8-9a21-e9aead62416a,
5a6f3ac5-fbae-46f5-a2a3-a2a9723d71c2,GJ27GK9773,truck,Ashok Leyland,Dost,White,3699f0b3-dabc-477c-82a0-5d2c5b556d40,3589d79f-1eb4-48f8-9a21-e9aead62416a,
e5bdba2d-d1f7-4999-b4c1-1aefe0565be8,UP56QB8923,motorcycle,TVS,Apache,Maroon,2fe671bd-327f-4093-bb86-bca3ced20e65,3db20bf7-9a12-4ec3-a10b-d0b44db05cb1,
50200960-b2f4-4008-8a73-db0939070aed,UP57GA4012,car,Maruti Suzuki,WagonR,Grey,1139fc2f-985e-4f50-8e45-0420dbca121a,3db20bf7-9a12-4ec3-a10b-d0b44db05cb1,
1330188b-7a3f-4ec3-a10f-67e68626f243,UP44LN1297,motorcycle,TVS,Apache,Black,16e75300-34bb-41e4-8441-820a8a6dbaba,3db20bf7-9a12-4ec3-a10b-d0b44db05cb1,
b7c00034-aaa4-47d9-9a49-046ad9a5f18f,UP12KD7128,motorcycle,Bajaj,Pulsar,White,ea675771-73dc-451e-9807-2c15df7a67e7,3db20bf7-9a12-4ec3-a10b-d0b44db05cb1,
ac5cc0a9-c264-4e7a-b975-b216c5078073,UP31BP3307,truck,Eicher,Pro 2049,Blue,22ab3170-a8ff-458b-9643-7da72b4583ac,3db20bf7-9a12-4ec3-a10b-d0b44db05cb1,
7fb55739-67e3-439b-87b4-aab248c1c58e,UP21XX8364,motorcycle,Royal Enfield,Classic 350,Red,d11fb4fe-9535-477c-9e64-bd42f780aee7,731dea87-33eb-4d96-b9a2-badc96e00b51,
b6f55a2e-7bfc-4de2-93b8-ff0aef6420f6,UP03ZR7779,motorcycle,Hero,Splendor,Silver,94516e6d-f485-41a5-894e-e76411f5cfd2,731dea87-33eb-4d96-b9a2-badc96e00b51,
63dea470-5bbb-48d9-9c84-f404dd45cc27,UP16LX5827,motorcycle,Hero,Splendor,Blue,365d98c7-5be7-435e-bbae-6e9408ec99fc,731dea87-33eb-4d96-b9a2-badc96e00b51,
b646d815-220c-41ab-911a-106b7fb078cc,KA11MS1330,motorcycle,Royal Enfield,Classic 350,Grey,bc53cc23-3113-4b36-91a0-845bb33e8f55,fefa7954-f048-4a1b-abb2-bc926dfdd123,
5d4bee49-fe5e-4cc1-94fb-cc704ca14fcf,KA12VF9585,car,Kia,Seltos,Silver,387dd86b-e4bf-4078-8e6c-58b01a334de2,fefa7954-f048-4a1b-abb2-bc926dfdd123,
8c8e12b0-aabe-41c5-891e-c65603ac7349,KA37KT5104,van,Mahindra,Bolero Camper,Maroon,a5ae5e74-58f0-41c4-a661-a7d6740a7ed4,fefa7954-f048-4a1b-abb2-bc926dfdd123,
c2208b2d-e42c-41c3-bc9a-83705bc55194,KA32EB1978,motorcycle,Bajaj,Pulsar,Grey,42264fbd-e6e7-47a8-9897-1ac8b15c07f2,fa611201-3cf8-479a-86a9-0a3dd9f725ff,
77cee054-c7a8-4fa1-829d-0049daf83565,KA13YV5640,car,Kia,Seltos,Blue,4e7651fa-c02e-4975-bb70-adc930205277,fa611201-3cf8-479a-86a9-0a3dd9f725ff,
cd239c2a-c7aa-4747-b2ac-30a9cf4a4795,AP46WZ4664,motorcycle,Bajaj,Pulsar,Silver,9e91566e-547b-4a3e-bf4f-93b2009cf7a7,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,
e93420a3-02a8-4360-8f55-cd712e13b7ad,AP36EW1583,truck,Ashok Leyland,Dost,White,ac1873db-e2c2-4464-8a87-8fe558f2f8af,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,
e5d8e2df-7d98-45c0-a27f-60b36429d284,AP48JM5226,car,Honda,City,White,6a1283af-84b5-4565-a0e7-97130cd549b6,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,
d95b9618-38c5-42a7-84c2-a5572411a864,UP08VS9199,car,Kia,Seltos,Grey,529f1844-c431-4bc7-a8c3-5b0a51686cf6,d11dad4d-c5b0-4f41-9bcd-c07fed06695f,
7f18f8a5-b2a2-4204-8f85-1f3f4a6b22ca,WB07AG1749,motorcycle,TVS,Apache,Silver,b18f2195-fcf3-41ca-8018-a6fdb26f816e,f77c2362-fa09-4024-9ad2-7cf845b2b17e,
7f9b0d8a-fe7d-4c0c-b5b2-252510592152,WB53TX5838,motorcycle,Honda,Activa,Grey,fa00070c-1deb-4b17-9387-7bd434ff75af,f77c2362-fa09-4024-9ad2-7cf845b2b17e,6641b356-0f73-4184-9190-a96424cd43c5
13edbe8e-ed92-4ca6-98eb-d4cdd6514865,KL46MX0514,motorcycle,Royal Enfield,Classic 350,Black,525dc8ea-7f8b-4a01-bae5-dae70b6a2251,224509af-d2a1-4d77-88c6-cfedcfd3682c,
5bf7d686-65a6-4119-a364-536cf6ff6de7,MH11QC4628,truck,Tata Motors,LPT 1109,Blue,9bfb83ac-4338-41a1-b26f-687bdfee0cf9,e470d50c-9ba3-4608-9d67-59d10e5ce261,
07433c9b-59a5-4c4e-839c-23c41dff0898,MH26LV8315,car,Mahindra,Bolero,Blue,b1b779b4-5091-4564-805b-d31ec6cfe9f5,e470d50c-9ba3-4608-9d67-59d10e5ce261,
3bd58570-4431-46a3-a25e-cfc0c3cd0666,OD08SF1521,auto-rickshaw,Bajaj,RE Compact,White,a03b73ff-9a95-4bea-a36a-497f37f39d37,5f726314-bdf5-4a93-9587-b5924093f42c,
c20f893e-b773-4f25-91f1-33ab1221f977,OD17UQ0601,motorcycle,Hero,Splendor,Maroon,206e62b7-2142-494b-81be-c598b86ae658,5f726314-bdf5-4a93-9587-b5924093f42c,
93be017a-1003-43f7-80e0-42a1f76e97a6,WB39AL3278,motorcycle,Honda,Activa,Silver,d24a0454-0ea7-4723-a04e-8a885e6806fd,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
f7f6e67f-fb87-4517-a073-76ae969fc983,WB40VK4371,motorcycle,Hero,Splendor,White,cf865f6e-eb7f-4aa2-8d15-965cca44e970,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
36bf4f6c-62b9-4dae-850a-57f5e91ec70d,WB58LX0975,van,Maruti Suzuki,Eeco,Maroon,80da745f-cc99-4767-9335-74f9ecd36697,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
bce98a52-2ff8-4fca-8266-da8b18fdcc1c,WB57LG0051,motorcycle,TVS,Apache,Silver,32b159f3-f478-46d6-aa6a-03021686627b,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
553a6b07-92ed-4645-9f8a-7d558eb91bd2,WB51ND5466,car,Hyundai,i20,Black,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
3dc122a2-f6cd-4877-888e-7dce6910f88a,HP32KG8271,motorcycle,TVS,Apache,Red,a793e939-08ab-48db-80ae-c1ce525cdf6d,5878b6b5-ddea-43ed-a422-a5c6b6357b07,
542fb001-ed33-472c-a848-18aefc2ee133,AP48JT1733,car,Hyundai,Creta,Grey,1f65d744-3aba-46f0-a383-91348dbc4a37,f34ee675-7a0e-436f-b6ca-61f475bbb7b6,
f8105e94-caa2-4d7a-800c-7c2c4b6ecea5,AP43ZT4164,motorcycle,Royal Enfield,Classic 350,Black,b694101c-eb3f-4ad1-b5b3-7ffe83696247,f34ee675-7a0e-436f-b6ca-61f475bbb7b6,
