ground_truth_id,person_id,network_role,related_person_id,relationship_type,evidence_sources,confidence,case_id,event_id,notes
6c0a6378-317e-4a0d-8487-7f4ffd84abf0,16279b5f-489c-4c08-842d-99d95e761f7a,cdr_peripheral,4bd924a0-4163-4b8e-8fe2-47caadf44a76,called,cdr_records,0.06666666666666667,8e27cb1e-4acc-4c47-ba20-63020505ffb3,,Single-source or low-frequency link; supporting evidence only
f87fb061-782a-415c-9320-78f7f7814248,16279b5f-489c-4c08-842d-99d95e761f7a,cdr_peripheral,58403a85-3bb2-4384-b35a-06d05951268a,called,cdr_records,0.06666666666666667,ed3276a9-f584-49cf-81b2-430e73eff8e0,,Single-source or low-frequency link; supporting evidence only
b6f2256b-d722-423c-9529-67d84af69b46,16279b5f-489c-4c08-842d-99d95e761f7a,cdr_peripheral,7d6f20e1-961e-46de-8504-3ea2f6d7692a,called,cdr_records,0.26666666666666666,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
a16d4d8c-1973-4dcb-8a1d-c2fa820bbb1d,16279b5f-489c-4c08-842d-99d95e761f7a,cdr_peripheral,9b4e88b4-77b3-4882-8c33-0051f58d3ce4,called,cdr_records,0.2,d47201c9-711f-4088-af2a-14e95ccd2b8a,,Flagged as suspicious in graph_relationships (multi-source corroboration)
141f98d1-06ae-4f63-ae85-2cde84025c96,16279b5f-489c-4c08-842d-99d95e761f7a,cdr_peripheral,a1986a86-ee18-4b99-bde2-9f10ab7ccd8e,called,cdr_records,0.06666666666666667,ed3276a9-f584-49cf-81b2-430e73eff8e0,,Single-source or low-frequency link; supporting evidence only
7aa07494-7127-4383-bf38-be24019cf9c3,16279b5f-489c-4c08-842d-99d95e761f7a,cdr_peripheral,fe23bf1a-8c7f-4ce5-bf1d-7b53804dd17d,called,cdr_records,0.13333333333333333,d47201c9-711f-4088-af2a-14e95ccd2b8a,,Single-source or low-frequency link; supporting evidence only
5ebea772-65f7-4f32-af37-18002e95d7be,16757341-7413-4caa-a82d-50e53ac5a3c5,cdr_operative,16757341-7413-4caa-a82d-50e53ac5a3c5,called,cdr_records,0.2,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
b2876ea0-d8d7-4e51-bfdb-3ee24adfa35b,16757341-7413-4caa-a82d-50e53ac5a3c5,cdr_operative,27c380f2-fa41-483e-b931-a7a973ccb69a,called,cdr_records,0.26666666666666666,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
7cb24381-24a4-45fc-b901-a9e0e242ba63,16757341-7413-4caa-a82d-50e53ac5a3c5,cdr_operative,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,called,cdr_records,0.6666666666666666,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
d4988c69-3f35-437d-9b77-d39b3ce4a702,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,1d81b4ed-c0fc-463d-ac33-b790781668cd,called,cdr_records,0.13333333333333333,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Single-source or low-frequency link; supporting evidence only
f370d8f6-7f49-4f9a-adc3-659b1c37a679,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,29e44cfd-7d35-4a04-ae90-6fdf73acc416,called,cdr_records,0.13333333333333333,c96763f4-da85-4d19-91b0-4873ddb73a38,,Single-source or low-frequency link; supporting evidence only
37cf2d6d-ffec-451e-9ad9-4aa200765c80,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,3c7a665a-29ef-4c51-937c-9238747d8c3f,called,cdr_records,0.06666666666666667,97dc9d85-ecad-4d07-91c0-9c19bd0144ba,,Single-source or low-frequency link; supporting evidence only
82abe41d-c334-45af-becc-9eac58c2e5c2,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,called,cdr_records,1,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
c8f12a7c-a900-4c9b-94d7-bb72c3a53f00,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,58403a85-3bb2-4384-b35a-06d05951268a,called,cdr_records,0.06666666666666667,9148906d-82d0-44c2-9ce4-224479a19d29,,Single-source or low-frequency link; supporting evidence only
4da912a9-7e28-4dd6-87d0-a52f3413916b,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,5a6f730b-aff6-4672-843f-6f051b6ca392,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
11060978-e01b-4c59-bff0-bad5976c3066,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,called,cdr_records,0.06666666666666667,b8d3ad45-c8d8-4136-823b-dc56797bbe6a,,Single-source or low-frequency link; supporting evidence only
f93feb56-2417-4fca-9542-fa8254ce2109,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,7a8dcb3d-2353-4f1c-8481-583a228493ce,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
b02a122c-0e77-46b1-add1-110c902df690,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,97c19247-87ac-486f-ac15-862d7a702684,called,cdr_records,0.06666666666666667,b9787f53-534b-412b-9b7f-7e0190046463,,Single-source or low-frequency link; supporting evidence only
a8cfd22e-72b2-4d8c-b438-9d0a921b41a3,1d81b4ed-c0fc-463d-ac33-b790781668cd,cdr_operative,a8e8d715-c685-4e6e-b7b6-770c44b19fa0,called,cdr_records,0.06666666666666667,b8d3ad45-c8d8-4136-823b-dc56797bbe6a,,Single-source or low-frequency link; supporting evidence only
af67f46b-9154-446e-a9c6-4dd10dde8260,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,1da61097-56d3-445b-8d48-61f56db9919c,called,cdr_records,0.3333333333333333,32e4d776-35df-4688-9259-7b74dd290ddc,,Flagged as suspicious in graph_relationships (multi-source corroboration)
c301a294-8449-426e-9261-be32186e44c8,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,4285df9b-9b16-4ccd-9844-3508c0d49fdc,called,cdr_records,0.7333333333333333,b8d3ad45-c8d8-4136-823b-dc56797bbe6a,,Flagged as suspicious in graph_relationships (multi-source corroboration)
3a071e71-d99b-4d7a-8907-3b6abd2a4b7f,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,527acfb6-d569-437a-93dd-9ffe15d94950,called+financial_transfer,"cdr_records,financial_transactions",0.13333333333333333,8e27cb1e-4acc-4c47-ba20-63020505ffb3,,Single-source or low-frequency link; supporting evidence only
63701a2b-cccd-4095-bcbf-6de569591fba,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,a4df7d87-34bc-47a4-b7ee-ea24387b8f86,called,cdr_records,0.06666666666666667,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Single-source or low-frequency link; supporting evidence only
b66d6ca0-88dd-4cd3-bd0a-16fc61773c63,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,a8e8d715-c685-4e6e-b7b6-770c44b19fa0,called+co_observed,"cdr_records,surveillance_records",0.55,9148906d-82d0-44c2-9ce4-224479a19d29,,Flagged as suspicious in graph_relationships (multi-source corroboration)
51503dcd-0ccd-4611-8e20-7783436ce7ab,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,c529d9ef-2cd1-45c2-9e04-a55827105e21,called,cdr_records,0.06666666666666667,a691f6e4-9bec-4abd-88c2-2fea613fd19e,,Single-source or low-frequency link; supporting evidence only
e1e32186-dfd9-4fa5-824a-879e8bb801ff,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e,called,cdr_records,0.06666666666666667,ed3276a9-f584-49cf-81b2-430e73eff8e0,,Single-source or low-frequency link; supporting evidence only
425e6ad4-836b-4722-a570-e79184709d34,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,e1beaf71-9083-44d6-bf40-81271b755321,called,cdr_records,0.13333333333333333,9148906d-82d0-44c2-9ce4-224479a19d29,,Single-source or low-frequency link; supporting evidence only
262860db-3b16-4e59-947a-775d22e9907d,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,f41f457b-1975-41bc-97f0-d83efefcce31,called+co_observed,"cdr_records,surveillance_records",0.55,ccaf96a0-e148-4313-9d29-ab057a8be0dd,,Flagged as suspicious in graph_relationships (multi-source corroboration)
330e7f9e-ece4-4d82-8198-7974f0a53cec,1da61097-56d3-445b-8d48-61f56db9919c,cdr_operative,fa00070c-1deb-4b17-9387-7bd434ff75af,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
026fbd74-e985-4f5d-8cc5-c38002b0fa96,1edcdcff-eff3-4399-b490-6ece1fd0a750,financial_mule,fecebe3d-821d-4461-8f73-50f40303c96c,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
73dca72b-eea7-462a-9d88-ce731b14b14e,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,1f65d744-3aba-46f0-a383-91348dbc4a37,called,cdr_records,0.5333333333333333,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
356c1c10-9446-47b4-b592-3af9ec1a0fa8,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,3643d4ea-27fb-4c10-8358-963c6f1a841f,called,cdr_records,0.06666666666666667,ccaf96a0-e148-4313-9d29-ab057a8be0dd,,Single-source or low-frequency link; supporting evidence only
cb764086-1744-426f-a73f-789590e23aa9,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,45fde464-2062-4c6b-8c6d-947c4580b94d,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
0cdd2490-4ba3-4983-a0ac-66f878b1fc6d,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,4604c0fb-6f50-45d8-9c76-8c666a59a025,called,cdr_records,0.13333333333333333,a7849323-bce8-46b2-a835-75ac4446df2d,,Single-source or low-frequency link; supporting evidence only
1df25c02-f58b-4f7c-a166-a60b399c389c,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,4a2c443a-ac5b-475a-8418-5e2f8033b25e,called,cdr_records,0.06666666666666667,31b964e9-e0a0-4342-9d40-d7ea00c2e077,,Single-source or low-frequency link; supporting evidence only
61776f49-ce21-4d81-a71c-cc7e98f4a9eb,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,50873f12-f502-48f0-b7b9-1ca825fbb932,called,cdr_records,0.6666666666666666,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
d757087e-96b3-4cef-95a1-e676e17f4fc0,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,9b4e88b4-77b3-4882-8c33-0051f58d3ce4,called,cdr_records,0.06666666666666667,31b964e9-e0a0-4342-9d40-d7ea00c2e077,,Single-source or low-frequency link; supporting evidence only
5aa9779f-d784-4bc6-b2e0-8ab15ec16f1c,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,9b8c97f6-e515-44fa-9b93-a3cbf7295baa,called,cdr_records,0.13333333333333333,32e4d776-35df-4688-9259-7b74dd290ddc,,Single-source or low-frequency link; supporting evidence only
a7399801-a75b-4a37-9dab-1af422eb8333,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,b56c9b82-0597-4e04-9c41-1272f478a5d2,called,cdr_records,0.06666666666666667,ccaf96a0-e148-4313-9d29-ab057a8be0dd,,Single-source or low-frequency link; supporting evidence only
9f31140e-e1d0-459b-a9ec-cbb5bd68069f,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,called,cdr_records,0.3333333333333333,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
c53e4515-b35d-473f-8b0e-a26ad58e0108,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,f41f457b-1975-41bc-97f0-d83efefcce31,called,cdr_records,0.13333333333333333,c96763f4-da85-4d19-91b0-4873ddb73a38,,Single-source or low-frequency link; supporting evidence only
600d62bf-956e-4551-8e83-c5240be140e0,1f65d744-3aba-46f0-a383-91348dbc4a37,cdr_operative,fe23bf1a-8c7f-4ce5-bf1d-7b53804dd17d,called,cdr_records,0.26666666666666666,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
8d968c14-f3be-4e4f-a931-60fcc3cf8849,2090861b-d686-40ef-bb36-c556e162d4dc,cdr_operative,2090861b-d686-40ef-bb36-c556e162d4dc,called,cdr_records,0.4,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
c9b0bad3-1aab-4ec1-a0ea-afcf132eb421,2090861b-d686-40ef-bb36-c556e162d4dc,cdr_operative,50873f12-f502-48f0-b7b9-1ca825fbb932,called,cdr_records,0.8,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
0ec33f01-3f2e-49cb-b83e-ee36046c6ba0,2090861b-d686-40ef-bb36-c556e162d4dc,cdr_operative,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
344cb968-a1ab-4776-b6f2-3117278a8f77,2090861b-d686-40ef-bb36-c556e162d4dc,cdr_operative,b3e2dabb-54e4-4cdb-9c2a-0c35250aa2b5,called,cdr_records,0.06666666666666667,,,Single-source or low-frequency link; supporting evidence only
b3960a12-b821-42eb-8bea-8936d1719f3a,2090861b-d686-40ef-bb36-c556e162d4dc,cdr_operative,fda48128-2192-4b25-b3ea-16e344d9bf64,called,cdr_records,0.4,f2f115ab-5b0b-4cdc-a136-b775845814d5,,Flagged as suspicious in graph_relationships (multi-source corroboration)
