chat_id,platform,sender_person_id,receiver_person_id,chat_timestamp,message_text,mentioned_person_ids,referenced_location_id,referenced_event_id
f55aec53-f0a9-4436-8c3c-ea9ae5ae1153,Telegram,e1631865-a6e0-42ba-8241-0fb34d3cd2d5,33824001-fe02-4217-b31a-d965654a2d66,2023-09-01T11:36:37Z,Perfect. That saves so much hassle before the holiday rush.,,,
8d6ff652-b618-4d93-a55e-1d7b6992d768,Telegram,33824001-fe02-4217-b31a-d965654a2d66,e1631865-a6e0-42ba-8241-0fb34d3cd2d5,2023-09-01T12:11:34Z,Totally. Let's catch up properly over chai this weekend!,,,
15f5f19c-3040-4222-b7fb-41a8b58613c0,Telegram,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,598b970f-3219-4a29-a843-eb1703d9bcc2,2023-09-01T10:35:37Z,Package ready?,,,d8135938-34a2-4084-bea3-f62cf4a04a6f
ebc237a4-267c-4f5f-860e-79a6ed6f2a5e,Telegram,598b970f-3219-4a29-a843-eb1703d9bcc2,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,2023-09-01T10:51:48Z,Usual amount. Same place as before.,,,d8135938-34a2-4084-bea3-f62cf4a04a6f
26993dd5-bf59-48cf-b267-6c000e0d2ca4,Telegram,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,598b970f-3219-4a29-a843-eb1703d9bcc2,2023-09-01T11:08:50Z,Before the regional session starts?,7a8dcb3d-2353-4f1c-8481-583a228493ce,,
2b525fbe-7c92-48ed-9a05-3eacfc97ca5a,Telegram,598b970f-3219-4a29-a843-eb1703d9bcc2,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,2023-09-01T11:19:32Z,Keep it quiet. Near Park Street Dining Restaurant.,,,d8135938-34a2-4084-bea3-f62cf4a04a6f
2e664d9b-b7e5-4ce9-b4a6-4587abc8c21f,Telegram,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,598b970f-3219-4a29-a843-eb1703d9bcc2,2023-09-01T11:32:13Z,Understood. See you.,,,
9a704bc8-540e-418c-ac71-ab5f9c7a20a9,Telegram,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,b56c9b82-0597-4e04-9c41-1272f478a5d2,2023-09-01T10:04:42Z,Hey Juhi! Happy Diwali in advance. Are you in town this weekend?,,,
168253df-96d3-41fc-a7a4-e3d83f4f0bf5,Telegram,b56c9b82-0597-4e04-9c41-1272f478a5d2,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,2023-09-01T10:17:25Z,"Hey Prem! Yes, I am. Just prepping some sweets with family. You?",,,
dcb03d68-c1be-4ccf-ab2c-efc699769968,Telegram,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,b56c9b82-0597-4e04-9c41-1272f478a5d2,2023-09-01T10:53:06Z,"Same here. Oh by the way, I might drop by the Andheri Logistics Warehouse Hub later to drop off a parcel for Ghost.",3c7a665a-29ef-4c51-937c-9238747d8c3f,,
0a0d8741-5b29-4eb3-959a-fa46e70a0131,Telegram,b56c9b82-0597-4e04-9c41-1272f478a5d2,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,2023-09-01T11:14:50Z,"Ah got it. Well, let's catch up over some chai once you are done!",,,9674e346-e1ca-477b-b97a-f17338b611d7
991ab48f-427f-49fb-bebf-2e745bcfada8,WhatsApp,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,88b8ce01-e7bf-427e-9595-c5bfcbabe267,2023-09-01T10:16:41Z,The consignment from Hyderabad Pharma Logistics Consortium is ready.,1f65d744-3aba-46f0-a383-91348dbc4a37,546f61c4-b23c-454c-97a1-8172126c2eb1,
96788eae-c11c-41ae-b0b5-f68ae5268537,WhatsApp,88b8ce01-e7bf-427e-9595-c5bfcbabe267,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,2023-09-01T10:37:45Z,Same parameters as before?,,,
9d7db80f-ba56-4f0e-9af6-0576e90b750a,WhatsApp,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,88b8ce01-e7bf-427e-9595-c5bfcbabe267,2023-09-01T10:43:24Z,The usual amount. Nothing changed.,,,
8f1f6b91-a3b2-4dfa-8468-2e67bc8e3134,WhatsApp,88b8ce01-e7bf-427e-9595-c5bfcbabe267,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,2023-09-01T11:00:41Z,Understood. Is the package secured?,,,
f5421c37-bed5-40c5-90c9-e4fec0da8d83,WhatsApp,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,88b8ce01-e7bf-427e-9595-c5bfcbabe267,2023-09-01T11:34:41Z,Sealed. Meet near Majestic Bus Transport Hub in twenty.,,,
08c50ccd-3c38-4e98-b329-686d3da85aa9,WhatsApp,88b8ce01-e7bf-427e-9595-c5bfcbabe267,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,2023-09-01T12:03:51Z,Keep your phone off until then.,,,
7c26f97c-d3f9-4b2f-a72b-2afe08fcca78,Twitter,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,64c8c8c4-3eca-40a8-a280-fce21bb2974a,2023-09-01T10:11:00Z,Did the package arrive from the Pune vendor yet?,33824001-fe02-4217-b31a-d965654a2d66,,
a25782d5-5497-4444-9f31-a4771b8913cb,Twitter,64c8c8c4-3eca-40a8-a280-fce21bb2974a,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,2023-09-01T10:24:14Z,Just got the usual amount. Same place as before?,,,034a6776-40f0-4c55-96f6-c085b5e6379a
7483de8e-f392-4be6-9724-bba9f6780f9a,Twitter,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,64c8c8c4-3eca-40a8-a280-fce21bb2974a,2023-09-01T10:28:48Z,Lotus Temple side works. Keep it brief.,,,
2450acea-2185-413b-9628-606e6a371c4e,Twitter,64c8c8c4-3eca-40a8-a280-fce21bb2974a,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,2023-09-01T10:43:17Z,Understood. See you at ten.,,,
2c764096-cf25-434e-88ce-55dfa904bcc5,Instagram,66608c82-c95e-449d-8483-39e9876092a0,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,2023-09-01T10:38:35Z,Did the usual amount clear?,,,
8ce4c859-4d6a-471e-a1c2-f66663e6a1c6,Instagram,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,66608c82-c95e-449d-8483-39e9876092a0,2023-09-01T11:08:06Z,"Just checked. Yes, it did.",,,
e99ca1fd-9fe4-46df-a6f7-fa2128a03a75,Instagram,66608c82-c95e-449d-8483-39e9876092a0,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,2023-09-01T11:33:27Z,Good. Make sure the Kochi logistics file is encrypted properly before forwarding.,50873f12-f502-48f0-b7b9-1ca825fbb932,,
fdde9797-a867-4abc-bbe7-17c92bfa0c59,Instagram,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,66608c82-c95e-449d-8483-39e9876092a0,2023-09-01T11:49:56Z,Already handled. Same protocol as last time.,,,
d51890c8-9b4b-4d8e-b03d-31789b392690,Instagram,66608c82-c95e-449d-8483-39e9876092a0,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,2023-09-01T11:54:26Z,Let us review the package near MTR Restaurant Express this evening.,,,cd9bbee7-e06b-4c11-a037-4ac49494cd11
81c9506c-900d-4b93-9e61-7c68a925c9cd,Instagram,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,66608c82-c95e-449d-8483-39e9876092a0,2023-09-01T11:58:45Z,Too crowded there. Let us find a quieter spot.,,,cd9bbee7-e06b-4c11-a037-4ac49494cd11
37dc5d91-e836-43eb-b1b0-37829c90255b,Instagram,66608c82-c95e-449d-8483-39e9876092a0,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,2023-09-01T12:11:00Z,Fine. Ping me when you leave.,,,
636633f2-6b54-4391-aecf-d5382a266a81,Facebook,63c218e5-a8d7-4156-916b-0ac94511fe49,4604c0fb-6f50-45d8-9c76-8c666a59a025,2023-09-01T10:10:23Z,Are we still on for the coordination meeting near Lajpat Nagar Central Market?,,,9674e346-e1ca-477b-b97a-f17338b611d7
e253f144-08ad-468c-8ccf-43e55752dc0a,Facebook,4604c0fb-6f50-45d8-9c76-8c666a59a025,63c218e5-a8d7-4156-916b-0ac94511fe49,2023-09-01T10:20:43Z,"Yeah, same place as before. Bring the usual amount.",,,
3fe5acd9-45f3-4caa-9c20-add8bdc66b78,Facebook,63c218e5-a8d7-4156-916b-0ac94511fe49,4604c0fb-6f50-45d8-9c76-8c666a59a025,2023-09-01T10:54:11Z,Got it. The package is locked in. Let's keep it brief.,,,
1fa41723-1264-4433-a6fc-d380d9fde46e,Facebook,4604c0fb-6f50-45d8-9c76-8c666a59a025,63c218e5-a8d7-4156-916b-0ac94511fe49,2023-09-01T11:04:50Z,Agreed. Don't want any eyes on us this time.,,,9674e346-e1ca-477b-b97a-f17338b611d7
4a9cc41d-91f2-45ff-a531-80f4dbc62d3f,WhatsApp,cbfaf171-dce6-4569-a432-ce256a1385c8,2d93c2b0-c63d-41da-8fe4-ded93ff7ffbe,2023-09-01T10:26:56Z,"Hey Gaurav, are you free this weekend? Thinking of ordering some biryani from that new place.",,,
1a8a0974-9e46-4b79-847d-d4f1866744e4,WhatsApp,2d93c2b0-c63d-41da-8fe4-ded93ff7ffbe,cbfaf171-dce6-4569-a432-ce256a1385c8,2023-09-01T10:40:19Z,Hi Konkana! I am totally free. My mom was actually asking if we have plans for Diwali shopping yet.,1625d745-435b-464f-8b41-7bb07e32d54f,,
0c8d1e5c-f937-411b-90e3-8df48608e8cf,WhatsApp,cbfaf171-dce6-4569-a432-ce256a1385c8,2d93c2b0-c63d-41da-8fe4-ded93ff7ffbe,2023-09-01T11:14:17Z,"Oh true, Diwali is just around the corner! We should definitely go to the local market together on Saturday.",,,
3f79c7e2-f680-4aa0-8e27-41a767ce75bd,WhatsApp,2d93c2b0-c63d-41da-8fe4-ded93ff7ffbe,cbfaf171-dce6-4569-a432-ce256a1385c8,2023-09-01T11:51:18Z,Saturday works great for me. My sister also wants to join us if that is okay with you.,a8e20f0c-a0dc-4b0b-8e64-0798129b4048,,
164540f5-3f10-44a7-8c5e-253ba0aafc93,WhatsApp,cbfaf171-dce6-4569-a432-ce256a1385c8,2d93c2b0-c63d-41da-8fe4-ded93ff7ffbe,2023-09-01T12:09:00Z,The more the merrier! Let us finalize the time tomorrow. See you!,,,
1fe37775-2207-4370-95a0-8d01cae166fa,Telegram,f2115e40-063f-47d4-b56c-82c06cb911ef,0802925b-2aa8-4638-abd4-2bfabd1e99f5,2023-09-01T10:39:44Z,Hey! Are we still on for momos this evening at the usual spot?,,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,
1ff59884-c10e-40c4-b2a6-dccd55c5e6a6,Telegram,0802925b-2aa8-4638-abd4-2bfabd1e99f5,f2115e40-063f-47d4-b56c-82c06cb911ef,2023-09-01T10:58:15Z,Yes absolutely! I am craving them so much since morning.,,,
34ecc600-f472-4515-bd46-a18431811102,Telegram,f2115e40-063f-47d4-b56c-82c06cb911ef,0802925b-2aa8-4638-abd4-2bfabd1e99f5,2023-09-01T11:07:55Z,"Awesome. Also, my mom is making extra Diwali sweets, she asked me to pack some for you.",50873f12-f502-48f0-b7b9-1ca825fbb932,,
714c6ee5-187b-4e72-a8d6-0ccef37a3d9e,Telegram,0802925b-2aa8-4638-abd4-2bfabd1e99f5,f2115e40-063f-47d4-b56c-82c06cb911ef,2023-09-01T11:30:35Z,Oh please do! Aunty makes the best laddoos ever.,376f27e4-a6c9-48fb-be55-e53c25f6e965,,
fcd3bca2-f52d-4e43-b85d-911440f71e34,Telegram,f2115e40-063f-47d4-b56c-82c06cb911ef,0802925b-2aa8-4638-abd4-2bfabd1e99f5,2023-09-01T11:38:45Z,True that. I will see you at 6 pm sharp then.,,,
e0cd22ad-c7d2-4f4b-9a30-f44175cecbf5,Telegram,0802925b-2aa8-4638-abd4-2bfabd1e99f5,f2115e40-063f-47d4-b56c-82c06cb911ef,2023-09-01T12:01:34Z,"Done, see you in a bit!",,,
4abadbec-8f8c-4b8e-a069-639d39b98d92,Twitter,49711e74-7614-4ca4-9934-31759b0e790a,6e63d851-6891-42e9-8a11-762fad901515,2023-09-01T10:28:41Z,"Bro, are you free this weekend? Thinking of heading to the local food street.",,,
df1a6cfc-1415-415b-90cd-f88ad46c4da0,Twitter,6e63d851-6891-42e9-8a11-762fad901515,49711e74-7614-4ca4-9934-31759b0e790a,2023-09-01T10:57:32Z,"Yeah, absolutely! Saturday evening works best for me. Let's try that new dosa place.",,,
8d033b84-c69b-4cd7-83bb-d83ec3978bea,Twitter,49711e74-7614-4ca4-9934-31759b0e790a,6e63d851-6891-42e9-8a11-762fad901515,2023-09-01T11:25:26Z,"Done. Also, my mom was asking if your parents are visiting us for Diwali next month.",55cfdf10-a1a9-4735-ae66-8aae4018cb6a,,
6362ad9c-e53e-4042-9fb7-7d609876089f,Twitter,6e63d851-6891-42e9-8a11-762fad901515,49711e74-7614-4ca4-9934-31759b0e790a,2023-09-01T11:36:55Z,"Not sure yet, dad has some office work, but mom really wants to travel.",00a12545-922e-4c12-8979-fcd4ce73b8ab,,
e97bdb75-496b-4eee-9863-921b3713553a,Twitter,49711e74-7614-4ca4-9934-31759b0e790a,6e63d851-6891-42e9-8a11-762fad901515,2023-09-01T11:50:58Z,"Ah, okay. Hope they can make it, it has been ages since we all celebrated together.",,,
fb435630-61d3-4aa3-b172-1d5a9b459a76,Twitter,6e63d851-6891-42e9-8a11-762fad901515,49711e74-7614-4ca4-9934-31759b0e790a,2023-09-01T12:22:29Z,"True that! Anyway, see you on Saturday. Don't be late like last time.",,,
3a9c58b7-88cd-4d27-9b46-2897b0f67b3d,Telegram,fb2ddcd8-b6d6-480b-a586-c11f057f2ac8,a50df95b-b079-48dd-9f42-e7e789fa636a,2023-09-01T10:34:30Z,"Hey Vimala, are you free this weekend? Thinking of checking out that new dosa place.",,,
93518f8f-fdc2-4d9e-8354-0c65cf98b96c,Telegram,a50df95b-b079-48dd-9f42-e7e789fa636a,fb2ddcd8-b6d6-480b-a586-c11f057f2ac8,2023-09-01T11:00:43Z,Hey Raghav! Saturday works for me. My brother told me their butter masala dosa is amazing.,97c19247-87ac-486f-ac15-862d7a702684,,
885a3c08-d809-4673-bf30-39a2c779eab9,Telegram,fb2ddcd8-b6d6-480b-a586-c11f057f2ac8,a50df95b-b079-48dd-9f42-e7e789fa636a,2023-09-01T11:26:35Z,"Awesome, let us plan for Saturday evening then. By the way, did your mom start making sweets for Diwali yet?",a53fff68-2c1f-4540-a9b7-9187343dc876,,
3c5b1865-e392-460f-b7bd-aef072ea786a,Telegram,a50df95b-b079-48dd-9f42-e7e789fa636a,fb2ddcd8-b6d6-480b-a586-c11f057f2ac8,2023-09-01T11:58:01Z,"Not yet, she is planning to buy the ingredients tomorrow morning. The whole house is going to smell like besan ladoos soon!",4e23666b-e908-419c-8413-cc86957ec667,,
f6970ecb-436f-4efb-8524-26871fce6e3f,Telegram,fb2ddcd8-b6d6-480b-a586-c11f057f2ac8,a50df95b-b079-48dd-9f42-e7e789fa636a,2023-09-01T12:01:36Z,Nice! Save some for me. See you on Saturday at six.,,,
772f81a9-4489-42e3-a8fc-72ce1f69bfe5,Twitter,94951e27-f598-42f7-a929-d76e9090a1a3,d719e8f8-6480-46af-9992-feb3c71c8c5f,2023-09-01T10:20:13Z,Hey Durga! Are you guys making modaks at home this Ganesh Chaturthi?,94d607d7-3492-48ab-a373-f24cb1390211,,
8aa2fd94-9ab0-4622-989e-32822a41f982,Twitter,d719e8f8-6480-46af-9992-feb3c71c8c5f,94951e27-f598-42f7-a929-d76e9090a1a3,2023-09-01T10:38:16Z,"Yes Sai, Mom is already prepping the rice flour and coconut filling since morning!",fe23bf1a-8c7f-4ce5-bf1d-7b53804dd17d,,
de24d26f-560f-4b81-8d62-5c027fd901f8,Twitter,94951e27-f598-42f7-a929-d76e9090a1a3,d719e8f8-6480-46af-9992-feb3c71c8c5f,2023-09-01T11:10:44Z,"Oh nice! Save some for me please. Also, are we still meeting for filter coffee this Sunday?",,,
c556980a-154c-4bda-80f4-5925d6d7a2f2,Twitter,d719e8f8-6480-46af-9992-feb3c71c8c5f,94951e27-f598-42f7-a929-d76e9090a1a3,2023-09-01T11:15:43Z,"Definitely, Sunday evening works best for me. Let us try that new South Indian place near the station.",,,
8fc6b4af-5bd9-4272-a415-34fefdf77f7e,Twitter,94951e27-f598-42f7-a929-d76e9090a1a3,d719e8f8-6480-46af-9992-feb3c71c8c5f,2023-09-01T11:29:40Z,"Perfect, heard their idlis are super soft. See you then!",,,
61309056-04c6-4650-a9ab-ab4380879916,WhatsApp,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,2023-09-01T10:15:42Z,"Hey Vivek, are we still on for momos this evening?",,,
8dd276d6-4ca9-4be2-9a61-151f2794d2f5,WhatsApp,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,2023-09-01T10:42:02Z,"Hey Aditi! Yes absolutely, Sharma uncle's stall near the park?",61bb3299-d676-4a30-b116-2dff61424c18,,
d05abcb8-d39e-44a6-a57b-ce0182c86c90,WhatsApp,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,2023-09-01T11:04:06Z,"Perfect. Also, my mom is making kheer for Diwali tomorrow, she said you have to come grab some.",45fde464-2062-4c6b-8c6d-947c4580b94d,,
5a5d7b88-538c-4ca6-ac17-ae041712b808,WhatsApp,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,2023-09-01T11:41:07Z,"Oh man, aunty's kheer is the best! I will definitely drop by in the afternoon.",64aa12fe-332b-426d-9e18-1960f6079b69,,
7cee2929-b65a-43e2-8e9a-574b005ce498,WhatsApp,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,2023-09-01T12:12:30Z,Awesome. Have you bought any firecrackers yet or just lights?,,,
18c0b347-da5e-451c-b5a7-1de896f482ae,WhatsApp,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,2023-09-01T12:20:11Z,Just fairy lights and diyas this time. Trying to keep it peaceful and eco-friendly.,,,
65fa0162-36aa-473a-9e1d-0b3ee6c4e98d,WhatsApp,82035ef9-663e-4b3a-860e-9e7b32bd7c4c,a083d2d1-63c1-40ec-b094-1e9b1c2c67df,2023-09-01T12:33:04Z,Good call. See you at 6 PM at the momo stall then!,,,
